Date,Year,Month,Day,Time,Temperature,Humidity
2022-08-02 21:42:39.683135,2022,8,2,21:42:39,29.0,52.0
2022-08-02 21:57:40.208410,2022,8,2,21:57:40,29.0,52.0
2022-08-02 22:12:40.733853,2022,8,2,22:12:40,29.0,52.0
2022-08-02 22:27:41.259404,2022,8,2,22:27:41,29.0,51.0
2022-08-02 22:42:41.784785,2022,8,2,22:42:41,29.0,49.0
2022-08-02 22:57:42.310150,2022,8,2,22:57:42,29.0,50.0
2022-08-02 23:12:42.835342,2022,8,2,23:12:42,29.0,50.0
2022-08-02 23:27:43.360454,2022,8,2,23:27:43,14.0,153.0
2022-08-02 23:42:43.885780,2022,8,2,23:42:43,29.0,50.0
2022-08-02 23:57:44.411238,2022,8,2,23:57:44,29.0,50.0
2022-08-03 00:12:44.936841,2022,8,3,00:12:44,29.0,50.0
2022-08-03 00:27:45.462514,2022,8,3,00:27:45,29.0,51.0
2022-08-03 00:42:45.987992,2022,8,3,00:42:45,29.0,49.0
2022-08-03 00:57:46.513343,2022,8,3,00:57:46,29.0,49.0
2022-08-03 01:12:47.038655,2022,8,3,01:12:47,29.0,49.0
2022-08-03 01:27:47.563912,2022,8,3,01:27:47,28.0,50.0
2022-08-03 01:42:48.089268,2022,8,3,01:42:48,28.0,50.0
2022-08-03 01:57:48.614501,2022,8,3,01:57:48,28.0,51.0
2022-08-03 02:12:49.139934,2022,8,3,02:12:49,28.0,51.0
2022-08-03 02:27:49.665408,2022,8,3,02:27:49,28.0,52.0
2022-08-03 02:42:50.190837,2022,8,3,02:42:50,28.0,52.0
2022-08-03 02:57:50.716389,2022,8,3,02:57:50,28.0,51.0
2022-08-03 03:12:51.241817,2022,8,3,03:12:51,28.0,52.0
2022-08-03 03:27:51.767056,2022,8,3,03:27:51,28.0,52.0
2022-08-03 03:42:52.292177,2022,8,3,03:42:52,28.0,52.0
2022-08-03 03:57:52.817567,2022,8,3,03:57:52,27.0,51.0
2022-08-03 04:12:53.343119,2022,8,3,04:12:53,27.0,51.0
2022-08-03 04:27:53.868593,2022,8,3,04:27:53,27.0,51.0
2022-08-03 04:42:54.393918,2022,8,3,04:42:54,27.0,50.0
2022-08-03 04:57:54.919364,2022,8,3,04:57:54,27.0,52.0
2022-08-03 05:12:55.444941,2022,8,3,05:12:55,27.0,52.0
2022-08-03 05:27:55.970660,2022,8,3,05:27:55,27.0,51.0
2022-08-03 05:42:56.496142,2022,8,3,05:42:56,27.0,51.0
2022-08-03 05:57:57.021398,2022,8,3,05:57:57,27.0,51.0
2022-08-03 06:12:57.546799,2022,8,3,06:12:57,27.0,47.0
2022-08-03 06:27:58.071958,2022,8,3,06:27:58,27.0,48.0
2022-08-03 06:42:58.597217,2022,8,3,06:42:58,27.0,53.0
2022-08-03 06:57:59.122653,2022,8,3,06:57:59,27.0,58.0
2022-08-03 07:12:59.648028,2022,8,3,07:12:59,28.0,58.0
2022-08-03 07:28:00.173296,2022,8,3,07:28:00,28.0,57.0
2022-08-03 07:43:00.698399,2022,8,3,07:43:00,28.0,56.0
2022-08-03 07:58:01.223735,2022,8,3,07:58:01,28.0,57.0
2022-08-03 08:13:01.749438,2022,8,3,08:13:01,27.0,57.0
2022-08-03 08:28:02.274939,2022,8,3,08:28:02,27.0,57.0
2022-08-03 08:43:02.800289,2022,8,3,08:43:02,27.0,57.0
2022-08-03 08:58:03.325832,2022,8,3,08:58:03,27.0,57.0
2022-08-03 09:13:03.851391,2022,8,3,09:13:03,27.0,57.0
2022-08-03 09:28:04.377198,2022,8,3,09:28:04,27.0,57.0
2022-08-03 09:43:04.902755,2022,8,3,09:43:04,27.0,56.0
2022-08-03 09:58:05.428221,2022,8,3,09:58:05,27.0,56.0
2022-08-03 10:13:05.953835,2022,8,3,10:13:05,27.0,56.0
2022-08-03 10:28:06.479617,2022,8,3,10:28:06,27.0,55.0
2022-08-03 10:43:07.005105,2022,8,3,10:43:07,27.0,56.0
2022-08-03 10:58:07.530704,2022,8,3,10:58:07,27.0,55.0
2022-08-03 11:13:08.056193,2022,8,3,11:13:08,27.0,55.0
2022-08-03 11:28:08.581746,2022,8,3,11:28:08,27.0,55.0
2022-08-03 11:43:09.107341,2022,8,3,11:43:09,27.0,56.0
2022-08-03 11:58:09.632754,2022,8,3,11:58:09,27.0,54.0
2022-08-03 12:13:10.158205,2022,8,3,12:13:10,27.0,54.0
2022-08-03 12:28:10.683695,2022,8,3,12:28:10,27.0,55.0
2022-08-03 12:43:11.209538,2022,8,3,12:43:11,27.0,55.0
2022-08-03 12:58:11.735168,2022,8,3,12:58:11,27.0,53.0
2022-08-03 13:13:12.260554,2022,8,3,13:13:12,27.0,53.0
2022-08-03 13:28:12.785820,2022,8,3,13:28:12,28.0,55.0
2022-08-03 13:43:15.838305,2022,8,3,13:43:15,28.0,55.0
2022-08-03 13:58:16.363666,2022,8,3,13:58:16,28.0,50.0
2022-08-03 14:13:16.888857,2022,8,3,14:13:16,28.0,55.0
2022-08-03 14:28:17.414157,2022,8,3,14:28:17,28.0,55.0
2022-08-03 14:43:17.939450,2022,8,3,14:43:17,28.0,55.0
2022-08-03 14:58:18.464864,2022,8,3,14:58:18,28.0,55.0
2022-08-03 15:13:18.990249,2022,8,3,15:13:18,28.0,55.0
2022-08-03 15:28:19.515450,2022,8,3,15:28:19,28.0,54.0
2022-08-03 15:43:20.040813,2022,8,3,15:43:20,28.0,54.0
2022-08-03 15:58:20.566091,2022,8,3,15:58:20,28.0,54.0
2022-08-03 16:13:21.091423,2022,8,3,16:13:21,28.0,54.0
2022-08-03 16:28:21.616907,2022,8,3,16:28:21,28.0,53.0
2022-08-03 16:43:22.142298,2022,8,3,16:43:22,28.0,54.0
2022-08-03 16:58:22.667703,2022,8,3,16:58:22,28.0,54.0
2022-08-03 17:13:23.193219,2022,8,3,17:13:23,28.0,53.0
2022-08-03 17:28:23.718784,2022,8,3,17:28:23,29.0,55.0
2022-08-03 17:43:24.244339,2022,8,3,17:43:24,29.0,54.0
2022-08-03 17:58:24.769852,2022,8,3,17:58:24,29.0,54.0
2022-08-03 18:13:25.295356,2022,8,3,18:13:25,29.0,56.0
2022-08-03 18:28:25.820996,2022,8,3,18:28:25,29.0,55.0
2022-08-03 18:43:26.346590,2022,8,3,18:43:26,29.0,55.0
2022-08-03 18:58:26.871839,2022,8,3,18:58:26,29.0,54.0
2022-08-03 19:13:27.397072,2022,8,3,19:13:27,29.0,54.0
2022-08-03 19:28:27.922392,2022,8,3,19:28:27,29.0,57.0
2022-08-03 19:43:28.447913,2022,8,3,19:43:28,29.0,56.0
2022-08-03 19:58:28.973617,2022,8,3,19:58:28,30.0,55.0
2022-08-03 20:13:29.499103,2022,8,3,20:13:29,30.0,54.0
2022-08-03 20:28:32.552205,2022,8,3,20:28:32,30.0,54.0
2022-08-03 20:43:35.605062,2022,8,3,20:43:35,30.0,54.0
2022-08-03 20:58:36.130425,2022,8,3,20:58:36,30.0,49.0
2022-08-03 21:13:36.655779,2022,8,3,21:13:36,30.0,56.0
2022-08-03 21:28:37.181218,2022,8,3,21:28:37,29.0,58.0
2022-08-03 21:43:37.706674,2022,8,3,21:43:37,29.0,55.0
2022-08-03 21:58:38.232168,2022,8,3,21:58:38,29.0,55.0
2022-08-03 22:13:38.757564,2022,8,3,22:13:38,29.0,56.0
2022-08-03 22:28:39.282917,2022,8,3,22:28:39,29.0,55.0
2022-08-03 22:43:39.808321,2022,8,3,22:43:39,29.0,55.0
2022-08-03 22:58:40.333499,2022,8,3,22:58:40,29.0,56.0
2022-08-03 23:13:40.858803,2022,8,3,23:13:40,28.0,55.0
2022-08-03 23:28:41.384227,2022,8,3,23:28:41,28.0,55.0
2022-08-03 23:43:41.909503,2022,8,3,23:43:41,28.0,56.0
2022-08-03 23:58:42.434760,2022,8,3,23:58:42,28.0,56.0
2022-08-04 00:13:42.959983,2022,8,4,00:13:42,28.0,56.0
2022-08-04 00:28:43.485271,2022,8,4,00:28:43,28.0,55.0
2022-08-04 00:43:44.010642,2022,8,4,00:43:44,28.0,54.0
2022-08-04 00:58:44.536058,2022,8,4,00:58:44,28.0,53.0
2022-08-04 01:13:45.061448,2022,8,4,01:13:45,28.0,54.0
2022-08-04 01:28:45.586877,2022,8,4,01:28:45,28.0,54.0
2022-08-04 01:43:46.112286,2022,8,4,01:43:46,28.0,53.0
2022-08-04 01:58:46.637903,2022,8,4,01:58:46,28.0,52.0
2022-08-04 02:13:47.163378,2022,8,4,02:13:47,28.0,52.0
2022-08-04 02:28:47.688799,2022,8,4,02:28:47,28.0,52.0
2022-08-04 02:43:48.214373,2022,8,4,02:43:48,28.0,52.0
2022-08-04 02:58:48.739742,2022,8,4,02:58:48,28.0,52.0
2022-08-04 03:13:49.264902,2022,8,4,03:13:49,28.0,51.0
2022-08-04 03:28:49.790025,2022,8,4,03:28:49,28.0,51.0
2022-08-04 03:43:50.315375,2022,8,4,03:43:50,28.0,50.0
2022-08-04 03:58:50.840728,2022,8,4,03:58:50,27.0,49.0
2022-08-04 04:13:51.365736,2022,8,4,04:13:51,28.0,48.0
2022-08-04 04:28:51.891001,2022,8,4,04:28:51,27.0,47.0
2022-08-04 04:43:52.416277,2022,8,4,04:43:52,27.0,47.0
2022-08-04 04:58:52.941664,2022,8,4,04:58:52,27.0,47.0
2022-08-04 05:13:53.467264,2022,8,4,05:13:53,27.0,46.0
2022-08-04 05:28:53.992790,2022,8,4,05:28:53,27.0,47.0
2022-08-04 05:43:54.518209,2022,8,4,05:43:54,27.0,48.0
2022-08-04 05:58:55.043779,2022,8,4,05:58:55,27.0,47.0
2022-08-04 06:13:55.568992,2022,8,4,06:13:55,27.0,48.0
2022-08-04 06:28:56.094233,2022,8,4,06:28:56,27.0,49.0
2022-08-04 06:43:56.619466,2022,8,4,06:43:56,27.0,52.0
2022-08-04 06:58:57.144837,2022,8,4,06:58:57,27.0,50.0
2022-08-04 07:13:57.670086,2022,8,4,07:13:57,27.0,56.0
2022-08-04 07:28:58.195430,2022,8,4,07:28:58,27.0,55.0
2022-08-04 07:44:01.248674,2022,8,4,07:44:01,27.0,54.0
2022-08-04 07:59:01.774230,2022,8,4,07:59:01,27.0,49.0
2022-08-04 08:14:02.299708,2022,8,4,08:14:02,27.0,53.0
2022-08-04 08:29:02.825262,2022,8,4,08:29:02,27.0,53.0
2022-08-04 08:44:03.351392,2022,8,4,08:44:03,28.0,54.0
2022-08-04 08:59:03.876930,2022,8,4,08:59:03,28.0,54.0
2022-08-04 09:14:04.402573,2022,8,4,09:14:04,28.0,53.0
2022-08-04 09:29:04.928401,2022,8,4,09:29:04,28.0,53.0
2022-08-04 09:44:05.454298,2022,8,4,09:44:05,28.0,53.0
2022-08-04 09:59:05.980136,2022,8,4,09:59:05,28.0,53.0
2022-08-04 10:14:06.505659,2022,8,4,10:14:06,28.0,52.0
2022-08-04 10:29:07.031190,2022,8,4,10:29:07,28.0,52.0
2022-08-04 10:44:07.556790,2022,8,4,10:44:07,28.0,51.0
2022-08-04 10:59:08.082330,2022,8,4,10:59:08,28.0,51.0
2022-08-04 11:14:08.608045,2022,8,4,11:14:08,28.0,51.0
2022-08-04 11:29:09.133655,2022,8,4,11:29:09,28.0,51.0
2022-08-04 11:44:09.659130,2022,8,4,11:44:09,28.0,50.0
2022-08-04 11:59:12.712236,2022,8,4,11:59:12,28.0,50.0
2022-08-04 12:14:13.238227,2022,8,4,12:14:13,28.0,45.0
2022-08-04 12:29:13.764121,2022,8,4,12:29:13,28.0,50.0
2022-08-04 12:44:14.289793,2022,8,4,12:44:14,28.0,50.0
2022-08-04 12:59:14.815282,2022,8,4,12:59:14,28.0,50.0
2022-08-04 13:14:15.340890,2022,8,4,13:14:15,28.0,50.0
2022-08-04 13:29:15.866270,2022,8,4,13:29:15,28.0,50.0
2022-08-04 13:44:16.391748,2022,8,4,13:44:16,28.0,49.0
2022-08-04 13:59:16.917203,2022,8,4,13:59:16,28.0,49.0
2022-08-04 14:14:19.970203,2022,8,4,14:14:19,28.0,49.0
2022-08-04 14:29:20.496063,2022,8,4,14:29:20,28.0,44.0
2022-08-04 14:44:21.021706,2022,8,4,14:44:21,28.0,49.0
2022-08-04 14:59:21.547372,2022,8,4,14:59:21,28.0,48.0
2022-08-04 15:14:22.073235,2022,8,4,15:14:22,28.0,49.0
2022-08-04 15:29:22.599183,2022,8,4,15:29:22,28.0,49.0
2022-08-04 15:44:23.124991,2022,8,4,15:44:23,28.0,49.0
2022-08-04 15:59:23.650521,2022,8,4,15:59:23,28.0,48.0
2022-08-04 16:14:24.175867,2022,8,4,16:14:24,28.0,48.0
2022-08-04 16:29:24.701230,2022,8,4,16:29:24,28.0,48.0
2022-08-04 16:44:25.226651,2022,8,4,16:44:25,28.0,48.0
2022-08-04 16:59:25.752292,2022,8,4,16:59:25,28.0,48.0
2022-08-04 17:14:26.277700,2022,8,4,17:14:26,29.0,49.0
2022-08-04 17:29:26.803266,2022,8,4,17:29:26,29.0,49.0
2022-08-04 17:44:27.328830,2022,8,4,17:44:27,28.0,47.0
2022-08-04 17:59:27.854449,2022,8,4,17:59:27,28.0,47.0
2022-08-04 18:14:28.380210,2022,8,4,18:14:28,28.0,47.0
2022-08-04 18:29:28.905799,2022,8,4,18:29:28,28.0,47.0
2022-08-04 18:44:29.431295,2022,8,4,18:44:29,28.0,47.0
2022-08-04 18:59:29.956936,2022,8,4,18:59:29,28.0,47.0
2022-08-04 19:14:33.010373,2022,8,4,19:14:33,28.0,47.0
2022-08-04 19:29:33.536263,2022,8,4,19:29:33,28.0,42.0
2022-08-04 19:44:34.062132,2022,8,4,19:44:34,28.0,46.0
2022-08-04 19:59:34.587775,2022,8,4,19:59:34,28.0,45.0
2022-08-04 20:14:35.113325,2022,8,4,20:14:35,28.0,44.0
2022-08-04 20:29:35.639264,2022,8,4,20:29:35,28.0,41.0
2022-08-04 20:44:36.165058,2022,8,4,20:44:36,28.0,38.0
2022-08-04 20:59:36.690887,2022,8,4,20:59:36,28.0,38.0
2022-08-04 21:14:37.216819,2022,8,4,21:14:37,28.0,38.0
2022-08-04 21:29:37.742744,2022,8,4,21:29:37,28.0,36.0
2022-08-04 21:44:38.268529,2022,8,4,21:44:38,28.0,36.0
2022-08-04 21:59:38.794197,2022,8,4,21:59:38,28.0,37.0
2022-08-04 22:14:39.319985,2022,8,4,22:14:39,27.0,36.0
2022-08-04 22:29:39.845601,2022,8,4,22:29:39,27.0,35.0
2022-08-04 22:44:40.371058,2022,8,4,22:44:40,27.0,35.0
2022-08-04 22:59:40.896430,2022,8,4,22:59:40,27.0,34.0
2022-08-04 23:14:41.421980,2022,8,4,23:14:41,27.0,35.0
2022-08-04 23:29:41.947807,2022,8,4,23:29:41,27.0,35.0
2022-08-04 23:44:42.473688,2022,8,4,23:44:42,27.0,35.0
2022-08-04 23:59:42.999530,2022,8,4,23:59:42,27.0,37.0
2022-08-05 00:14:43.524956,2022,8,5,00:14:43,27.0,37.0
2022-08-05 00:29:44.050236,2022,8,5,00:29:44,27.0,36.0
2022-08-05 00:44:44.575887,2022,8,5,00:44:44,27.0,35.0
2022-08-05 00:59:45.101514,2022,8,5,00:59:45,27.0,35.0
2022-08-05 01:14:48.157365,2022,8,5,01:14:48,27.0,38.0
2022-08-05 01:29:48.683092,2022,8,5,01:29:48,27.0,33.0
2022-08-05 01:44:49.209055,2022,8,5,01:44:49,26.0,35.0
2022-08-05 01:59:49.734968,2022,8,5,01:59:49,26.0,35.0
2022-08-05 02:14:50.260776,2022,8,5,02:14:50,26.0,33.0
2022-08-05 02:29:50.786380,2022,8,5,02:29:50,26.0,33.0
2022-08-05 02:44:51.311857,2022,8,5,02:44:51,26.0,32.0
2022-08-05 02:59:51.837503,2022,8,5,02:59:51,26.0,32.0
2022-08-05 03:14:52.363064,2022,8,5,03:14:52,26.0,32.0
2022-08-05 03:29:52.888700,2022,8,5,03:29:52,26.0,32.0
2022-08-05 03:44:53.414603,2022,8,5,03:44:53,26.0,33.0
2022-08-05 03:59:53.940309,2022,8,5,03:59:53,26.0,32.0
2022-08-05 04:14:54.466029,2022,8,5,04:14:54,25.0,32.0
2022-08-05 04:29:54.991835,2022,8,5,04:29:54,25.0,32.0
2022-08-05 04:44:55.517379,2022,8,5,04:44:55,25.0,32.0
2022-08-05 04:59:56.043110,2022,8,5,04:59:56,25.0,32.0
2022-08-05 05:14:56.568888,2022,8,5,05:14:56,25.0,32.0
2022-08-05 05:29:57.094419,2022,8,5,05:29:57,25.0,33.0
2022-08-05 05:44:57.620159,2022,8,5,05:44:57,25.0,34.0
2022-08-05 05:59:58.145659,2022,8,5,05:59:58,25.0,38.0
2022-08-05 06:14:58.671382,2022,8,5,06:14:58,25.0,34.0
2022-08-05 06:29:59.197355,2022,8,5,06:29:59,25.0,45.0
2022-08-05 06:44:59.723124,2022,8,5,06:44:59,25.0,44.0
2022-08-05 07:00:00.248906,2022,8,5,07:00:00,25.0,42.0
2022-08-05 07:15:00.774267,2022,8,5,07:15:00,25.0,41.0
2022-08-05 07:30:01.299611,2022,8,5,07:30:01,25.0,40.0
2022-08-05 07:45:01.824943,2022,8,5,07:45:01,25.0,40.0
2022-08-05 08:00:02.350641,2022,8,5,08:00:02,25.0,41.0
2022-08-05 08:15:02.876446,2022,8,5,08:15:02,26.0,42.0
2022-08-05 08:30:03.402064,2022,8,5,08:30:03,26.0,42.0
2022-08-05 08:45:03.927751,2022,8,5,08:45:03,26.0,42.0
2022-08-05 09:00:06.981268,2022,8,5,09:00:06,26.0,42.0
2022-08-05 09:15:07.506562,2022,8,5,09:15:07,26.0,37.0
2022-08-05 09:30:08.032074,2022,8,5,09:30:08,26.0,42.0
2022-08-05 09:45:08.557555,2022,8,5,09:45:08,26.0,42.0
2022-08-05 10:00:09.082932,2022,8,5,10:00:09,26.0,42.0
2022-08-05 10:15:09.612487,2022,8,5,10:15:09,26.0,41.0
2022-08-05 10:30:10.137654,2022,8,5,10:30:10,26.0,41.0
2022-08-05 10:45:10.662810,2022,8,5,10:45:10,26.0,41.0
2022-08-05 11:00:11.188113,2022,8,5,11:00:11,26.0,41.0
2022-08-05 11:15:11.713376,2022,8,5,11:15:11,27.0,41.0
2022-08-05 11:30:12.238699,2022,8,5,11:30:12,27.0,41.0
2022-08-05 11:45:12.763844,2022,8,5,11:45:12,27.0,41.0
2022-08-05 12:00:13.289075,2022,8,5,12:00:13,27.0,41.0
2022-08-05 12:15:13.814351,2022,8,5,12:15:13,27.0,41.0
2022-08-05 12:30:14.339831,2022,8,5,12:30:14,27.0,41.0
2022-08-05 12:45:14.865267,2022,8,5,12:45:14,27.0,41.0
2022-08-05 13:00:15.390375,2022,8,5,13:00:15,27.0,41.0
2022-08-05 13:15:15.915633,2022,8,5,13:15:15,27.0,41.0
2022-08-05 13:30:16.440817,2022,8,5,13:30:16,27.0,41.0
2022-08-05 13:45:19.493555,2022,8,5,13:45:19,27.0,41.0
2022-08-05 14:00:20.018865,2022,8,5,14:00:20,27.0,36.0
2022-08-05 14:15:20.544054,2022,8,5,14:15:20,27.0,41.0
2022-08-05 14:30:21.069362,2022,8,5,14:30:21,27.0,41.0
2022-08-05 14:45:21.594564,2022,8,5,14:45:21,27.0,41.0
2022-08-05 15:00:22.119964,2022,8,5,15:00:22,27.0,41.0
2022-08-05 15:15:22.645313,2022,8,5,15:15:22,27.0,41.0
2022-08-05 15:30:23.170598,2022,8,5,15:30:23,27.0,41.0
2022-08-05 15:45:23.695726,2022,8,5,15:45:23,27.0,40.0
2022-08-05 16:00:24.220835,2022,8,5,16:00:24,27.0,41.0
2022-08-05 16:15:24.746028,2022,8,5,16:15:24,27.0,40.0
2022-08-05 16:30:25.271296,2022,8,5,16:30:25,27.0,40.0
2022-08-05 16:45:25.796475,2022,8,5,16:45:25,27.0,40.0
2022-08-05 17:00:26.321672,2022,8,5,17:00:26,27.0,40.0
2022-08-05 17:15:26.847020,2022,8,5,17:15:26,27.0,39.0
2022-08-05 17:30:27.372352,2022,8,5,17:30:27,27.0,39.0
2022-08-05 17:45:27.897837,2022,8,5,17:45:27,27.0,41.0
2022-08-05 18:00:28.423228,2022,8,5,18:00:28,27.0,38.0
2022-08-05 18:15:28.948698,2022,8,5,18:15:28,27.0,39.0
2022-08-05 18:30:29.473830,2022,8,5,18:30:29,27.0,36.0
2022-08-05 18:45:29.998952,2022,8,5,18:45:29,27.0,37.0
2022-08-05 19:00:30.524125,2022,8,5,19:00:30,27.0,37.0
2022-08-05 19:15:31.049449,2022,8,5,19:15:31,27.0,37.0
2022-08-05 19:30:31.575040,2022,8,5,19:30:31,27.0,37.0
2022-08-05 19:45:32.102053,2022,8,5,19:45:32,27.0,38.0
2022-08-05 20:00:32.628245,2022,8,5,20:00:32,27.0,37.0
2022-08-05 20:15:33.153759,2022,8,5,20:15:33,27.0,37.0
2022-08-05 20:30:33.679247,2022,8,5,20:30:33,27.0,37.0
2022-08-05 20:45:34.205149,2022,8,5,20:45:34,27.0,35.0
2022-08-05 21:00:34.731029,2022,8,5,21:00:34,27.0,34.0
2022-08-05 21:15:35.256820,2022,8,5,21:15:35,27.0,32.0
2022-08-05 21:30:35.782090,2022,8,5,21:30:35,27.0,32.0
2022-08-05 21:45:36.307744,2022,8,5,21:45:36,27.0,31.0
2022-08-05 22:00:36.833463,2022,8,5,22:00:36,27.0,31.0
2022-08-05 22:15:37.359202,2022,8,5,22:15:37,27.0,31.0
2022-08-05 22:30:37.884787,2022,8,5,22:30:37,27.0,32.0
2022-08-05 22:45:38.410019,2022,8,5,22:45:38,26.0,32.0
2022-08-05 23:00:38.935490,2022,8,5,23:00:38,26.0,31.0
2022-08-05 23:15:39.460746,2022,8,5,23:15:39,26.0,32.0
2022-08-05 23:30:39.986153,2022,8,5,23:30:39,26.0,34.0
2022-08-05 23:45:40.511431,2022,8,5,23:45:40,26.0,33.0
2022-08-06 00:00:41.036767,2022,8,6,00:00:41,26.0,34.0
2022-08-06 00:15:41.562194,2022,8,6,00:15:41,26.0,33.0
2022-08-06 00:30:42.087857,2022,8,6,00:30:42,26.0,34.0
2022-08-06 00:45:42.613603,2022,8,6,00:45:42,26.0,34.0
2022-08-06 01:00:43.139008,2022,8,6,01:00:43,26.0,34.0
2022-08-06 01:15:46.192221,2022,8,6,01:15:46,26.0,36.0
2022-08-06 01:30:46.718101,2022,8,6,01:30:46,26.0,31.0
2022-08-06 01:45:47.243671,2022,8,6,01:45:47,26.0,43.0
2022-08-06 02:00:47.769378,2022,8,6,02:00:47,25.0,42.0
2022-08-06 02:15:48.295018,2022,8,6,02:15:48,25.0,40.0
2022-08-06 02:30:48.820693,2022,8,6,02:30:48,25.0,39.0
2022-08-06 02:45:49.346609,2022,8,6,02:45:49,25.0,38.0
2022-08-06 03:00:49.872273,2022,8,6,03:00:49,25.0,37.0
2022-08-06 03:15:50.397829,2022,8,6,03:15:50,25.0,37.0
2022-08-06 03:30:50.923196,2022,8,6,03:30:50,25.0,37.0
2022-08-06 03:45:51.448509,2022,8,6,03:45:51,25.0,35.0
2022-08-06 04:00:51.973941,2022,8,6,04:00:51,25.0,36.0
2022-08-06 04:15:52.499449,2022,8,6,04:15:52,25.0,35.0
2022-08-06 04:30:53.025240,2022,8,6,04:30:53,25.0,35.0
2022-08-06 04:45:53.550916,2022,8,6,04:45:53,25.0,35.0
2022-08-06 05:00:54.076966,2022,8,6,05:00:54,25.0,35.0
2022-08-06 05:15:54.602895,2022,8,6,05:15:54,25.0,36.0
2022-08-06 05:30:55.128705,2022,8,6,05:30:55,25.0,36.0
2022-08-06 05:45:55.654164,2022,8,6,05:45:55,24.0,37.0
2022-08-06 06:00:56.179512,2022,8,6,06:00:56,24.0,37.0
2022-08-06 06:15:56.704776,2022,8,6,06:15:56,24.0,37.0
2022-08-06 06:30:57.230201,2022,8,6,06:30:57,24.0,37.0
2022-08-06 06:45:57.755868,2022,8,6,06:45:57,24.0,37.0
2022-08-06 07:00:58.281641,2022,8,6,07:00:58,25.0,38.0
2022-08-06 07:15:58.807512,2022,8,6,07:15:58,25.0,39.0
2022-08-06 07:30:59.333328,2022,8,6,07:30:59,25.0,39.0
2022-08-06 07:45:59.858849,2022,8,6,07:45:59,25.0,38.0
2022-08-06 08:01:00.384478,2022,8,6,08:01:00,25.0,41.0
2022-08-06 08:16:00.909831,2022,8,6,08:16:00,25.0,41.0
2022-08-06 08:31:01.435366,2022,8,6,08:31:01,25.0,39.0
2022-08-06 08:46:01.960749,2022,8,6,08:46:01,25.0,40.0
2022-08-06 09:01:02.486358,2022,8,6,09:01:02,26.0,42.0
2022-08-06 09:16:03.012340,2022,8,6,09:16:03,26.0,39.0
2022-08-06 09:31:03.538285,2022,8,6,09:31:03,26.0,39.0
2022-08-06 09:46:04.063884,2022,8,6,09:46:04,26.0,39.0
2022-08-06 10:01:04.589739,2022,8,6,10:01:04,26.0,46.0
2022-08-06 10:16:05.115430,2022,8,6,10:16:05,26.0,46.0
2022-08-06 10:31:05.640910,2022,8,6,10:31:05,13.0,149.0
2022-08-06 10:46:06.166285,2022,8,6,10:46:06,13.0,148.0
2022-08-06 11:01:06.691711,2022,8,6,11:01:06,26.0,41.0
2022-08-06 11:16:07.217456,2022,8,6,11:16:07,26.0,41.0
2022-08-06 11:31:07.742825,2022,8,6,11:31:07,26.0,42.0
2022-08-06 11:46:08.268171,2022,8,6,11:46:08,26.0,42.0
2022-08-06 12:01:08.793665,2022,8,6,12:01:08,26.0,43.0
2022-08-06 12:16:09.319256,2022,8,6,12:16:09,26.0,38.0
2022-08-06 12:31:09.844803,2022,8,6,12:31:09,26.0,36.0
2022-08-06 12:46:10.370609,2022,8,6,12:46:10,26.0,34.0
2022-08-06 13:01:10.896315,2022,8,6,13:01:10,26.0,35.0
2022-08-06 13:16:11.422167,2022,8,6,13:16:11,27.0,38.0
2022-08-06 13:31:11.948132,2022,8,6,13:31:11,27.0,38.0
2022-08-06 13:46:12.474037,2022,8,6,13:46:12,26.0,37.0
2022-08-06 14:01:12.999987,2022,8,6,14:01:13,27.0,36.0
2022-08-06 14:16:13.525719,2022,8,6,14:16:13,27.0,34.0
2022-08-06 14:31:14.051469,2022,8,6,14:31:14,27.0,33.0
2022-08-06 14:46:14.577082,2022,8,6,14:46:14,27.0,32.0
2022-08-06 15:01:15.102691,2022,8,6,15:01:15,27.0,33.0
2022-08-06 15:16:15.628556,2022,8,6,15:16:15,27.0,33.0
2022-08-06 15:31:16.154562,2022,8,6,15:31:16,27.0,31.0
2022-08-06 15:46:16.680261,2022,8,6,15:46:16,27.0,31.0
2022-08-06 16:01:17.206470,2022,8,6,16:01:17,27.0,31.0
2022-08-06 16:16:17.732624,2022,8,6,16:16:17,27.0,31.0
2022-08-06 16:31:18.258762,2022,8,6,16:31:18,27.0,31.0
2022-08-06 16:46:18.784375,2022,8,6,16:46:18,27.0,32.0
2022-08-06 17:01:19.310488,2022,8,6,17:01:19,27.0,31.0
2022-08-06 17:16:19.836384,2022,8,6,17:16:19,27.0,30.0
2022-08-06 17:31:20.362210,2022,8,6,17:31:20,27.0,31.0
2022-08-06 17:46:20.888020,2022,8,6,17:46:20,27.0,29.0
2022-08-06 18:01:23.944343,2022,8,6,18:01:23,27.0,27.0
2022-08-06 18:16:24.470338,2022,8,6,18:16:24,27.0,22.0
2022-08-06 18:31:24.996425,2022,8,6,18:31:24,27.0,27.0
2022-08-06 18:46:25.522424,2022,8,6,18:46:25,27.0,25.0
2022-08-06 19:01:26.048179,2022,8,6,19:01:26,27.0,25.0
2022-08-06 19:16:26.573852,2022,8,6,19:16:26,27.0,26.0
2022-08-06 19:31:27.099380,2022,8,6,19:31:27,27.0,32.0
2022-08-06 19:46:27.624819,2022,8,6,19:46:27,27.0,31.0
